YEAR,AREA,BD,PROD,DEPTO
2014,Natural Sciences,WOS,10,Sucre
2014,Natural Sciences,SCIELO,17,Tolima
2014,Natural Sciences,SCOPUS,65,Tolima
2014,Natural Sciences,WOS,36,Tolima
2014,Natural Sciences,SCIELO,122,Valle del Cauca
2014,Natural Sciences,SCOPUS,738,Valle del Cauca
2014,Natural Sciences,WOS,442,Valle del Cauca
2014,Natural Sciences,SCIELO,13,Atlántico
2014,Natural Sciences,SCOPUS,237,Atlántico
2014,Natural Sciences,WOS,133,Atlántico
2014,Natural Sciences,SCOPUS,1,Casanare
2014,Natural Sciences,SCOPUS,2,Amazonas
2014,Natural Sciences,WOS,2,Amazonas
2014,Social Sciences,SCIELO,740,Bogotá
2014,Social Sciences,SCOPUS,1122,Bogotá
2014,Social Sciences,WOS,511,Bogotá
2014,Social Sciences,SCIELO,37,Bolívar
2014,Social Sciences,SCOPUS,46,Bolívar
2014,Social Sciences,WOS,13,Bolívar
2014,Social Sciences,SCIELO,49,Boyacá
2014,Social Sciences,SCOPUS,17,Boyacá
2014,Social Sciences,WOS,6,Boyacá
2014,Social Sciences,SCIELO,30,Caldas
2014,Social Sciences,SCOPUS,35,Caldas
2014,Social Sciences,WOS,9,Caldas
2014,Social Sciences,SCIELO,5,Caquetá
2014,Social Sciences,SCOPUS,4,Caquetá
2014,Social Sciences,WOS,3,Caquetá
2014,Social Sciences,SCIELO,14,Cauca
2014,Social Sciences,SCOPUS,23,Cauca
2014,Social Sciences,WOS,12,Cauca
2014,Social Sciences,SCIELO,3,Cesar
2014,Social Sciences,SCIELO,19,Córdoba
2014,Social Sciences,SCOPUS,32,Córdoba
2014,Social Sciences,WOS,9,Córdoba
2014,Social Sciences,SCIELO,54,Cundinamarca
2014,Social Sciences,SCOPUS,56,Cundinamarca
2014,Social Sciences,WOS,21,Cundinamarca
2014,Social Sciences,SCIELO,1,Chocó
2014,Social Sciences,SCOPUS,1,Chocó
2014,Social Sciences,WOS,1,Chocó
2014,Social Sciences,SCIELO,3,Huila
2014,Social Sciences,SCOPUS,5,Huila
2014,Social Sciences,WOS,4,Huila
2014,Social Sciences,SCIELO,3,Guajira
2014,Social Sciences,SCOPUS,3,Guajira
2014,Social Sciences,SCIELO,21,Magdalena
2014,Social Sciences,SCOPUS,23,Magdalena
2014,Social Sciences,WOS,7,Magdalena
2014,Social Sciences,SCIELO,229,Antioquia
2014,Social Sciences,SCOPUS,327,Antioquia
2014,Social Sciences,WOS,154,Antioquia
2014,Social Sciences,SCIELO,1,Meta
2014,Social Sciences,SCOPUS,2,Meta
2014,Social Sciences,SCIELO,14,Nariño
2014,Social Sciences,SCOPUS,13,Nariño
2014,Social Sciences,WOS,1,Nariño
2014,Social Sciences,SCIELO,7,Norte de Santander
2014,Social Sciences,SCOPUS,10,Norte de Santander
2014,Social Sciences,WOS,3,Norte de Santander
2014,Social Sciences,SCIELO,12,Quindío
2014,Social Sciences,SCOPUS,15,Quindío
2014,Social Sciences,WOS,7,Quindío
2014,Social Sciences,SCIELO,27,Risaralda
2014,Social Sciences,SCOPUS,21,Risaralda
2014,Social Sciences,WOS,10,Risaralda
2014,Social Sciences,SCIELO,49,Santander
2014,Social Sciences,SCOPUS,53,Santander
2014,Social Sciences,WOS,22,Santander
2014,Social Sciences,SCIELO,6,Sucre
2014,Social Sciences,SCOPUS,3,Sucre
2014,Social Sciences,WOS,1,Sucre
2014,Social Sciences,SCIELO,10,Tolima
2014,Social Sciences,SCOPUS,9,Tolima
2014,Social Sciences,WOS,1,Tolima
2014,Social Sciences,SCIELO,155,Valle del Cauca
2014,Social Sciences,SCOPUS,177,Valle del Cauca
2014,Social Sciences,WOS,89,Valle del Cauca
2014,Social Sciences,SCIELO,118,Atlántico
2014,Social Sciences,SCOPUS,117,Atlántico
2014,Social Sciences,WOS,59,Atlántico
2014,Social Sciences,SCIELO,2,Casanare
2014,Social Sciences,SCIELO,1,Vichada
2015,Agricultural Sciences,SCIELO,186,Bogotá
2015,Agricultural Sciences,SCOPUS,695,Bogotá
2015,Agricultural Sciences,WOS,480,Bogotá
2015,Agricultural Sciences,SCIELO,9,Bolívar
2015,Agricultural Sciences,SCOPUS,42,Bolívar
2015,Agricultural Sciences,WOS,18,Bolívar
2015,Agricultural Sciences,SCIELO,18,Boyacá
2015,Agricultural Sciences,SCOPUS,19,Boyacá
2015,Agricultural Sciences,WOS,15,Boyacá
2015,Agricultural Sciences,SCIELO,20,Caldas
2015,Agricultural Sciences,SCOPUS,40,Caldas
2015,Agricultural Sciences,WOS,28,Caldas
2015,Agricultural Sciences,SCIELO,4,Caquetá
2015,Agricultural Sciences,SCOPUS,14,Caquetá
2015,Agricultural Sciences,WOS,6,Caquetá
2015,Agricultural Sciences,SCIELO,18,Cauca
2015,Agricultural Sciences,SCOPUS,12,Cauca
2015,Agricultural Sciences,WOS,4,Cauca
2015,Agricultural Sciences,SCIELO,1,Cesar
2015,Agricultural Sciences,SCOPUS,3,Cesar
2015,Agricultural Sciences,SCIELO,30,Córdoba
2015,Agricultural Sciences,SCOPUS,50,Córdoba
2015,Agricultural Sciences,WOS,31,Córdoba
2015,Agricultural Sciences,SCIELO,28,Cundinamarca
2015,Agricultural Sciences,SCOPUS,39,Cundinamarca
2015,Agricultural Sciences,WOS,26,Cundinamarca
2015,Agricultural Sciences,SCOPUS,3,Chocó
2015,Agricultural Sciences,SCIELO,2,Huila
2015,Agricultural Sciences,SCOPUS,5,Huila
2015,Agricultural Sciences,WOS,3,Huila
2015,Agricultural Sciences,SCOPUS,4,Guajira
2015,Agricultural Sciences,WOS,4,Guajira
2015,Agricultural Sciences,SCIELO,13,Magdalena
2015,Agricultural Sciences,SCOPUS,53,Magdalena
2015,Agricultural Sciences,WOS,46,Magdalena
2015,Agricultural Sciences,SCIELO,52,Antioquia
2015,Agricultural Sciences,SCOPUS,257,Antioquia
2015,Agricultural Sciences,WOS,168,Antioquia
2015,Agricultural Sciences,SCIELO,7,Meta
2015,Agricultural Sciences,SCOPUS,6,Meta
2015,Agricultural Sciences,WOS,2,Meta
2015,Agricultural Sciences,SCIELO,12,Nariño
2015,Agricultural Sciences,SCOPUS,17,Nariño
2015,Agricultural Sciences,WOS,20,Nariño
2015,Agricultural Sciences,SCIELO,9,Norte de Santander
2015,Agricultural Sciences,SCOPUS,16,Norte de Santander
2015,Agricultural Sciences,WOS,13,Norte de Santander
2015,Agricultural Sciences,SCIELO,7,Quindío
2015,Agricultural Sciences,SCOPUS,38,Quindío
2015,Agricultural Sciences,WOS,29,Quindío
2015,Agricultural Sciences,SCIELO,4,Risaralda
2015,Agricultural Sciences,SCOPUS,7,Risaralda
2015,Agricultural Sciences,WOS,5,Risaralda
2015,Agricultural Sciences,SCIELO,10,Santander
2015,Agricultural Sciences,SCOPUS,42,Santander
2015,Agricultural Sciences,WOS,32,Santander
2015,Agricultural Sciences,SCIELO,5,Sucre
2015,Agricultural Sciences,SCOPUS,13,Sucre
2015,Agricultural Sciences,WOS,6,Sucre
2015,Agricultural Sciences,SCIELO,15,Tolima
2015,Agricultural Sciences,SCOPUS,43,Tolima
2015,Agricultural Sciences,WOS,29,Tolima
2015,Agricultural Sciences,SCIELO,26,Valle del Cauca
2015,Agricultural Sciences,SCOPUS,202,Valle del Cauca
2015,Agricultural Sciences,WOS,163,Valle del Cauca
2015,Agricultural Sciences,SCIELO,7,Atlántico
2015,Agricultural Sciences,SCOPUS,55,Atlántico
2015,Agricultural Sciences,WOS,31,Atlántico
2015,Agricultural Sciences,SCOPUS,1,Putumayo
2015,Agricultural Sciences,WOS,1,Putumayo
2015,Agricultural Sciences,SCOPUS,1,San Andrés y Providencia
2015,Agricultural Sciences,WOS,1,San Andrés y Providencia
2015,Engineering and Technology,SCIELO,539,Bogotá
2015,Engineering and Technology,SCOPUS,3712,Bogotá
2015,Engineering and Technology,WOS,1866,Bogotá
2015,Engineering and Technology,SCIELO,48,Bolívar
2015,Engineering and Technology,SCOPUS,152,Bolívar
2015,Engineering and Technology,WOS,72,Bolívar
2015,Engineering and Technology,SCIELO,37,Boyacá
2015,Engineering and Technology,SCOPUS,78,Boyacá
2015,Engineering and Technology,WOS,51,Boyacá
2015,Engineering and Technology,SCIELO,31,Caldas
2015,Engineering and Technology,SCOPUS,130,Caldas
2015,Engineering and Technology,WOS,67,Caldas
2015,Engineering and Technology,SCIELO,5,Caquetá
2015,Engineering and Technology,SCOPUS,15,Caquetá
2015,Engineering and Technology,WOS,11,Caquetá
2015,Engineering and Technology,SCIELO,33,Cauca
2015,Engineering and Technology,SCOPUS,117,Cauca
2015,Engineering and Technology,WOS,50,Cauca
2015,Engineering and Technology,SCIELO,3,Cesar
2015,Engineering and Technology,SCOPUS,19,Cesar
2015,Engineering and Technology,WOS,4,Cesar
2015,Engineering and Technology,SCIELO,43,Córdoba
2015,Engineering and Technology,SCOPUS,91,Córdoba
2015,Engineering and Technology,WOS,39,Córdoba
2015,Engineering and Technology,SCIELO,18,Cundinamarca
2015,Engineering and Technology,SCOPUS,143,Cundinamarca
2015,Engineering and Technology,WOS,79,Cundinamarca
2015,Engineering and Technology,SCIELO,1,Chocó
2015,Engineering and Technology,SCOPUS,9,Chocó
2015,Engineering and Technology,WOS,1,Chocó
2015,Engineering and Technology,SCIELO,8,Huila
2015,Engineering and Technology,SCOPUS,41,Huila
2015,Engineering and Technology,WOS,12,Huila
2015,Engineering and Technology,SCIELO,1,Guajira
2015,Engineering and Technology,SCOPUS,10,Guajira
2015,Engineering and Technology,WOS,9,Guajira
2015,Engineering and Technology,SCIELO,16,Magdalena
2015,Engineering and Technology,SCOPUS,76,Magdalena
2015,Engineering and Technology,WOS,63,Magdalena
2015,Engineering and Technology,SCIELO,144,Antioquia
2015,Engineering and Technology,SCOPUS,1122,Antioquia
2015,Engineering and Technology,WOS,653,Antioquia
2015,Engineering and Technology,SCIELO,5,Meta
2015,Engineering and Technology,SCOPUS,16,Meta
2015,Engineering and Technology,WOS,10,Meta
2015,Engineering and Technology,SCIELO,5,Nariño
2015,Engineering and Technology,SCOPUS,52,Nariño
2015,Engineering and Technology,WOS,22,Nariño
2015,Engineering and Technology,SCIELO,42,Norte de Santander
2015,Engineering and Technology,SCOPUS,75,Norte de Santander
2015,Engineering and Technology,WOS,52,Norte de Santander
2015,Engineering and Technology,SCIELO,19,Quindío
2015,Engineering and Technology,SCOPUS,86,Quindío
2015,Engineering and Technology,WOS,53,Quindío
2015,Engineering and Technology,SCIELO,35,Risaralda
2015,Engineering and Technology,SCOPUS,111,Risaralda
2015,Engineering and Technology,WOS,64,Risaralda
2015,Engineering and Technology,SCIELO,54,Santander
2015,Engineering and Technology,SCOPUS,312,Santander
2015,Engineering and Technology,WOS,221,Santander
2015,Engineering and Technology,SCIELO,6,Sucre
2015,Engineering and Technology,SCOPUS,32,Sucre
2015,Engineering and Technology,WOS,15,Sucre
2015,Engineering and Technology,SCIELO,13,Tolima
2015,Engineering and Technology,SCOPUS,93,Tolima
2015,Engineering and Technology,WOS,65,Tolima
2015,Engineering and Technology,SCIELO,103,Valle del Cauca
2015,Engineering and Technology,SCOPUS,611,Valle del Cauca
2015,Engineering and Technology,WOS,418,Valle del Cauca
2015,Engineering and Technology,SCIELO,45,Atlántico
2015,Engineering and Technology,SCOPUS,357,Atlántico
2015,Engineering and Technology,WOS,145,Atlántico
2015,Engineering and Technology,SCIELO,1,Casanare
2015,Engineering and Technology,SCOPUS,1,Casanare
2015,Engineering and Technology,WOS,1,Casanare
2015,Engineering and Technology,SCOPUS,1,Putumayo
2015,Engineering and Technology,WOS,1,Putumayo
2015,Engineering and Technology,SCOPUS,1,San Andrés y Providencia
2015,Engineering and Technology,WOS,1,San Andrés y Providencia
2015,Engineering and Technology,SCOPUS,1,Amazonas
2015,Engineering and Technology,WOS,1,Amazonas
2015,Humanities,SCIELO,461,Bogotá
2015,Humanities,SCOPUS,1626,Bogotá
2015,Humanities,WOS,819,Bogotá
2015,Humanities,SCIELO,11,Bolívar
2015,Humanities,SCOPUS,71,Bolívar
2015,Humanities,WOS,16,Bolívar
2015,Humanities,SCIELO,47,Boyacá
2015,Humanities,SCOPUS,35,Boyacá
2015,Humanities,WOS,39,Boyacá
2015,Humanities,SCIELO,23,Caldas
2015,Humanities,SCOPUS,86,Caldas
2015,Humanities,WOS,26,Caldas
2015,Humanities,SCOPUS,2,Caquetá
2015,Humanities,WOS,1,Caquetá
2015,Humanities,SCIELO,17,Cauca
2015,Humanities,SCOPUS,60,Cauca
2015,Humanities,WOS,23,Cauca
2015,Humanities,SCIELO,1,Cesar
2015,Humanities,SCOPUS,6,Cesar
2015,Humanities,SCIELO,9,Córdoba
2015,Humanities,SCOPUS,34,Córdoba
2015,Humanities,WOS,4,Córdoba
2015,Humanities,SCIELO,19,Cundinamarca
2015,Humanities,SCOPUS,67,Cundinamarca
2015,Humanities,WOS,37,Cundinamarca
2015,Humanities,SCOPUS,1,Chocó
2015,Humanities,SCIELO,3,Huila
2015,Humanities,SCOPUS,27,Huila
2015,Humanities,WOS,2,Huila
2015,Humanities,SCIELO,1,Guajira
2015,Humanities,SCOPUS,2,Guajira
2015,Humanities,WOS,1,Guajira
2015,Humanities,SCIELO,7,Magdalena
2015,Humanities,SCOPUS,13,Magdalena
2015,Humanities,WOS,6,Magdalena
2015,Humanities,SCIELO,151,Antioquia
2015,Humanities,SCOPUS,477,Antioquia
2015,Humanities,WOS,256,Antioquia
2015,Humanities,SCIELO,2,Meta
2015,Humanities,SCOPUS,9,Meta
2015,Humanities,WOS,2,Meta
2015,Humanities,SCIELO,12,Nariño
2015,Humanities,SCOPUS,17,Nariño
2015,Humanities,WOS,5,Nariño
2015,Humanities,SCIELO,9,Norte de Santander
2015,Humanities,SCOPUS,34,Norte de Santander
2015,Humanities,WOS,9,Norte de Santander
2015,Humanities,SCIELO,11,Quindío
2015,Humanities,SCOPUS,18,Quindío
2015,Humanities,WOS,10,Quindío
2015,Humanities,SCIELO,25,Risaralda
2015,Humanities,SCOPUS,50,Risaralda
2015,Humanities,WOS,24,Risaralda
2015,Humanities,SCIELO,31,Santander
2015,Humanities,SCOPUS,76,Santander
2015,Humanities,WOS,55,Santander
2015,Humanities,SCIELO,2,Sucre
2015,Humanities,SCOPUS,14,Sucre
2015,Humanities,WOS,1,Sucre
2015,Humanities,SCIELO,13,Tolima
2015,Humanities,SCOPUS,20,Tolima
2015,Humanities,WOS,8,Tolima
2015,Humanities,SCIELO,89,Valle del Cauca
2015,Humanities,SCOPUS,216,Valle del Cauca
2015,Humanities,WOS,133,Valle del Cauca
2015,Humanities,SCIELO,77,Atlántico
2015,Humanities,SCOPUS,172,Atlántico
2015,Humanities,WOS,83,Atlántico
2015,Humanities,SCOPUS,1,San Andrés y Providencia
2015,Humanities,WOS,1,San Andrés y Providencia
2015,Medical and Health Sciences,SCIELO,734,Bogotá
2015,Medical and Health Sciences,SCOPUS,2688,Bogotá
2015,Medical and Health Sciences,WOS,1921,Bogotá
2015,Medical and Health Sciences,SCIELO,64,Bolívar
2015,Medical and Health Sciences,SCOPUS,160,Bolívar
2015,Medical and Health Sciences,WOS,116,Bolívar
2015,Medical and Health Sciences,SCIELO,21,Boyacá
2015,Medical and Health Sciences,SCOPUS,43,Boyacá
2015,Medical and Health Sciences,WOS,30,Boyacá
2015,Medical and Health Sciences,SCIELO,40,Caldas
2015,Medical and Health Sciences,SCOPUS,97,Caldas
2015,Medical and Health Sciences,WOS,78,Caldas
2015,Medical and Health Sciences,SCIELO,3,Caquetá
2015,Medical and Health Sciences,SCOPUS,4,Caquetá
2015,Medical and Health Sciences,WOS,2,Caquetá
2015,Medical and Health Sciences,SCIELO,7,Cauca
2015,Medical and Health Sciences,SCOPUS,46,Cauca
2015,Medical and Health Sciences,WOS,26,Cauca
2015,Medical and Health Sciences,SCIELO,1,Cesar
2015,Medical and Health Sciences,SCOPUS,4,Cesar
2015,Medical and Health Sciences,WOS,3,Cesar
2015,Medical and Health Sciences,SCIELO,19,Córdoba
2015,Medical and Health Sciences,SCOPUS,33,Córdoba
2015,Medical and Health Sciences,WOS,24,Córdoba
2015,Medical and Health Sciences,SCIELO,69,Cundinamarca
2015,Medical and Health Sciences,SCOPUS,165,Cundinamarca
2015,Medical and Health Sciences,WOS,98,Cundinamarca
2015,Medical and Health Sciences,SCIELO,1,Chocó
2015,Medical and Health Sciences,SCOPUS,4,Chocó
2015,Medical and Health Sciences,SCIELO,10,Huila
2015,Medical and Health Sciences,SCOPUS,21,Huila
2015,Medical and Health Sciences,WOS,21,Huila
2015,Medical and Health Sciences,SCOPUS,6,Guajira
2015,Medical and Health Sciences,WOS,5,Guajira
2015,Medical and Health Sciences,SCIELO,7,Magdalena
2015,Medical and Health Sciences,SCOPUS,25,Magdalena
2015,Medical and Health Sciences,WOS,22,Magdalena
2015,Medical and Health Sciences,SCIELO,332,Antioquia
2015,Medical and Health Sciences,SCOPUS,977,Antioquia
2015,Medical and Health Sciences,WOS,738,Antioquia
2015,Medical and Health Sciences,SCIELO,7,Meta
2015,Medical and Health Sciences,SCOPUS,8,Meta
2015,Medical and Health Sciences,WOS,5,Meta
2015,Medical and Health Sciences,SCIELO,13,Nariño
2015,Medical and Health Sciences,SCOPUS,14,Nariño
2015,Medical and Health Sciences,WOS,11,Nariño
2015,Medical and Health Sciences,SCIELO,11,Norte de Santander
2015,Medical and Health Sciences,SCOPUS,43,Norte de Santander
2015,Medical and Health Sciences,WOS,35,Norte de Santander
2015,Medical and Health Sciences,SCIELO,20,Quindío
2015,Medical and Health Sciences,SCOPUS,39,Quindío
2015,Medical and Health Sciences,WOS,30,Quindío
2015,Medical and Health Sciences,SCIELO,26,Risaralda
2015,Medical and Health Sciences,SCOPUS,97,Risaralda
2015,Medical and Health Sciences,WOS,70,Risaralda
2015,Medical and Health Sciences,SCIELO,79,Santander
2015,Medical and Health Sciences,SCOPUS,268,Santander
2015,Medical and Health Sciences,WOS,214,Santander
2015,Medical and Health Sciences,SCIELO,7,Sucre
2015,Medical and Health Sciences,SCOPUS,18,Sucre
2015,Medical and Health Sciences,WOS,13,Sucre
2015,Medical and Health Sciences,SCIELO,7,Tolima
2015,Medical and Health Sciences,SCOPUS,56,Tolima
2015,Medical and Health Sciences,WOS,46,Tolima
2015,Medical and Health Sciences,SCIELO,111,Valle del Cauca
2015,Medical and Health Sciences,SCOPUS,465,Valle del Cauca
2015,Medical and Health Sciences,WOS,375,Valle del Cauca
2015,Medical and Health Sciences,SCIELO,51,Atlántico
2015,Medical and Health Sciences,SCOPUS,210,Atlántico
2015,Medical and Health Sciences,WOS,133,Atlántico
2015,Medical and Health Sciences,SCOPUS,1,Casanare
2015,Medical and Health Sciences,WOS,1,Casanare
2015,Medical and Health Sciences,SCOPUS,1,San Andrés y Providencia
2015,Medical and Health Sciences,WOS,1,San Andrés y Providencia
2015,Medical and Health Sciences,SCOPUS,1,Amazonas
2015,Medical and Health Sciences,WOS,1,Amazonas
2015,Multidisciplinary,SCIELO,737,Bogotá
2015,Multidisciplinary,SCOPUS,149,Bogotá
2015,Multidisciplinary,WOS,93,Bogotá
2015,Multidisciplinary,SCIELO,55,Bolívar
2015,Multidisciplinary,SCOPUS,4,Bolívar
2015,Multidisciplinary,WOS,2,Bolívar
2015,Multidisciplinary,SCIELO,64,Boyacá
2015,Multidisciplinary,SCOPUS,4,Boyacá
2015,Multidisciplinary,WOS,2,Boyacá
2015,Multidisciplinary,SCIELO,46,Caldas
2015,Multidisciplinary,SCOPUS,10,Caldas
2015,Multidisciplinary,WOS,8,Caldas
2015,Multidisciplinary,SCIELO,7,Caquetá
2015,Multidisciplinary,SCIELO,51,Cauca
2015,Multidisciplinary,SCOPUS,5,Cauca
2015,Multidisciplinary,WOS,2,Cauca
2015,Multidisciplinary,SCIELO,4,Cesar
2015,Multidisciplinary,SCOPUS,1,Cesar
2015,Multidisciplinary,SCIELO,62,Córdoba
2015,Multidisciplinary,SCOPUS,11,Córdoba
2015,Multidisciplinary,WOS,8,Córdoba
2015,Multidisciplinary,SCIELO,34,Cundinamarca
2015,Multidisciplinary,SCOPUS,4,Cundinamarca
2015,Multidisciplinary,WOS,2,Cundinamarca
2015,Multidisciplinary,SCIELO,1,Chocó
2015,Multidisciplinary,SCIELO,8,Huila
2015,Multidisciplinary,SCOPUS,1,Huila
2015,Multidisciplinary,WOS,1,Huila
2015,Multidisciplinary,SCIELO,4,Guajira
2015,Multidisciplinary,SCIELO,17,Magdalena
2015,Multidisciplinary,SCOPUS,2,Magdalena
2015,Multidisciplinary,WOS,1,Magdalena
2015,Multidisciplinary,SCIELO,210,Antioquia
2015,Multidisciplinary,SCOPUS,36,Antioquia
2015,Multidisciplinary,WOS,22,Antioquia
2015,Multidisciplinary,SCIELO,9,Meta
2015,Multidisciplinary,SCOPUS,1,Meta
2015,Multidisciplinary,WOS,1,Meta
2015,Multidisciplinary,SCIELO,16,Nariño
2015,Multidisciplinary,SCOPUS,2,Nariño
2015,Multidisciplinary,WOS,2,Nariño
2015,Multidisciplinary,SCIELO,47,Norte de Santander
2015,Multidisciplinary,SCOPUS,6,Norte de Santander
2015,Multidisciplinary,WOS,5,Norte de Santander
2015,Multidisciplinary,SCIELO,20,Quindío
2015,Multidisciplinary,SCOPUS,2,Quindío
2015,Multidisciplinary,WOS,1,Quindío
2015,Multidisciplinary,SCIELO,38,Risaralda
2015,Multidisciplinary,SCOPUS,12,Risaralda
2015,Multidisciplinary,WOS,4,Risaralda
2015,Multidisciplinary,SCIELO,62,Santander
2015,Multidisciplinary,SCOPUS,20,Santander
2015,Multidisciplinary,WOS,19,Santander
2015,Multidisciplinary,SCIELO,11,Sucre
2015,Multidisciplinary,SCOPUS,1,Sucre
2015,Multidisciplinary,WOS,1,Sucre
2015,Multidisciplinary,SCIELO,17,Tolima
2015,Multidisciplinary,SCOPUS,5,Tolima
2015,Multidisciplinary,WOS,2,Tolima
2015,Multidisciplinary,SCIELO,151,Valle del Cauca
2015,Multidisciplinary,SCOPUS,24,Valle del Cauca
2015,Multidisciplinary,WOS,16,Valle del Cauca
2015,Multidisciplinary,SCIELO,56,Atlántico
2015,Multidisciplinary,SCOPUS,14,Atlántico
2015,Multidisciplinary,WOS,5,Atlántico
2015,Multidisciplinary,SCIELO,1,Casanare
2015,Multidisciplinary,SCOPUS,1,Casanare
2015,Multidisciplinary,WOS,1,Casanare
2015,Natural Sciences,SCIELO,449,Bogotá
2015,Natural Sciences,SCOPUS,3990,Bogotá
2015,Natural Sciences,WOS,2455,Bogotá
2015,Natural Sciences,SCIELO,29,Bolívar
2015,Natural Sciences,SCOPUS,190,Bolívar
2015,Natural Sciences,WOS,102,Bolívar
2015,Natural Sciences,SCIELO,27,Boyacá
2015,Natural Sciences,SCOPUS,69,Boyacá
2015,Natural Sciences,WOS,50,Boyacá
2015,Natural Sciences,SCIELO,51,Caldas
2015,Natural Sciences,SCOPUS,135,Caldas
2015,Natural Sciences,WOS,75,Caldas
2015,Natural Sciences,SCIELO,7,Caquetá
2015,Natural Sciences,SCOPUS,16,Caquetá
2015,Natural Sciences,WOS,10,Caquetá
2015,Natural Sciences,SCIELO,27,Cauca
2015,Natural Sciences,SCOPUS,117,Cauca
2015,Natural Sciences,WOS,57,Cauca
2015,Natural Sciences,SCIELO,3,Cesar
2015,Natural Sciences,SCOPUS,19,Cesar
2015,Natural Sciences,WOS,4,Cesar
2015,Natural Sciences,SCIELO,44,Córdoba
2015,Natural Sciences,SCOPUS,95,Córdoba
2015,Natural Sciences,WOS,54,Córdoba
2015,Natural Sciences,SCIELO,44,Cundinamarca
2015,Natural Sciences,SCOPUS,164,Cundinamarca
2015,Natural Sciences,WOS,80,Cundinamarca
2015,Natural Sciences,SCIELO,4,Chocó
2015,Natural Sciences,SCOPUS,10,Chocó
2015,Natural Sciences,WOS,4,Chocó
2015,Natural Sciences,SCIELO,4,Huila
2015,Natural Sciences,SCOPUS,25,Huila
2015,Natural Sciences,WOS,17,Huila
2015,Natural Sciences,SCIELO,3,Guajira
2015,Natural Sciences,SCOPUS,12,Guajira
2015,Natural Sciences,WOS,10,Guajira
2015,Natural Sciences,SCIELO,30,Magdalena
2015,Natural Sciences,SCOPUS,74,Magdalena
2015,Natural Sciences,WOS,68,Magdalena
2015,Natural Sciences,SCIELO,131,Antioquia
2015,Natural Sciences,SCOPUS,1342,Antioquia
2015,Natural Sciences,WOS,822,Antioquia
2015,Natural Sciences,SCIELO,21,Meta
2015,Natural Sciences,SCOPUS,19,Meta
2015,Natural Sciences,WOS,7,Meta
2015,Natural Sciences,SCIELO,14,Nariño
2015,Natural Sciences,SCOPUS,43,Nariño
2015,Natural Sciences,WOS,22,Nariño
2015,Natural Sciences,SCIELO,19,Norte de Santander
2015,Natural Sciences,SCOPUS,74,Norte de Santander
2015,Natural Sciences,WOS,51,Norte de Santander
2015,Natural Sciences,SCIELO,17,Quindío
2015,Natural Sciences,SCOPUS,101,Quindío
2015,Natural Sciences,WOS,60,Quindío
2015,Natural Sciences,SCIELO,13,Risaralda
2015,Natural Sciences,SCOPUS,151,Risaralda
2015,Natural Sciences,WOS,70,Risaralda
2015,Natural Sciences,SCIELO,25,Santander
2015,Natural Sciences,SCOPUS,341,Santander
2015,Natural Sciences,WOS,239,Santander
2015,Natural Sciences,SCIELO,13,Sucre
2015,Natural Sciences,SCOPUS,33,Sucre
2015,Natural Sciences,WOS,19,Sucre
2015,Natural Sciences,SCIELO,29,Tolima
2015,Natural Sciences,SCOPUS,90,Tolima
2015,Natural Sciences,WOS,70,Tolima
2015,Natural Sciences,SCIELO,84,Valle del Cauca
2015,Natural Sciences,SCOPUS,709,Valle del Cauca
2015,Natural Sciences,WOS,506,Valle del Cauca
2015,Natural Sciences,SCIELO,26,Atlántico
2015,Natural Sciences,SCOPUS,358,Atlántico
2015,Natural Sciences,WOS,169,Atlántico
2015,Natural Sciences,SCIELO,1,Casanare
2015,Natural Sciences,SCOPUS,2,Casanare
2015,Natural Sciences,WOS,2,Casanare
2015,Natural Sciences,SCOPUS,1,Putumayo
2015,Natural Sciences,WOS,1,Putumayo
2015,Natural Sciences,SCIELO,1,San Andrés y Providencia
2015,Natural Sciences,SCOPUS,1,San Andrés y Providencia
2015,Natural Sciences,WOS,1,San Andrés y Providencia
2015,Natural Sciences,SCOPUS,1,Amazonas
2015,Natural Sciences,WOS,1,Amazonas
2015,Social Sciences,SCIELO,668,Bogotá
2015,Social Sciences,SCOPUS,1332,Bogotá
2015,Social Sciences,WOS,1350,Bogotá
2015,Social Sciences,SCIELO,26,Bolívar
2015,Social Sciences,SCOPUS,64,Bolívar
2015,Social Sciences,WOS,37,Bolívar
2015,Social Sciences,SCIELO,54,Boyacá
2015,Social Sciences,SCOPUS,25,Boyacá
2015,Social Sciences,WOS,52,Boyacá
2015,Social Sciences,SCIELO,35,Caldas
2015,Social Sciences,SCOPUS,48,Caldas
2015,Social Sciences,WOS,61,Caldas
2015,Social Sciences,SCIELO,2,Caquetá
2015,Social Sciences,SCOPUS,4,Caquetá
2015,Social Sciences,WOS,6,Caquetá
2015,Social Sciences,SCIELO,19,Cauca
2015,Social Sciences,SCOPUS,28,Cauca
2015,Social Sciences,WOS,17,Cauca
2015,Social Sciences,SCOPUS,4,Cesar
2015,Social Sciences,WOS,4,Cesar
2015,Social Sciences,SCIELO,8,Córdoba
2015,Social Sciences,SCOPUS,31,Córdoba
2015,Social Sciences,WOS,14,Córdoba
2015,Social Sciences,SCIELO,36,Cundinamarca
2015,Social Sciences,SCOPUS,83,Cundinamarca
2015,Social Sciences,WOS,60,Cundinamarca
2015,Social Sciences,SCOPUS,3,Chocó
2015,Social Sciences,WOS,1,Chocó
2015,Social Sciences,SCIELO,7,Huila
